Name,Id,Latitude,Longitude,Year,Spec,Type,Status,Condition,Auto_id
BH-RT420-2(BH52),BH52,51.53162,94.6358,2006,Buteo hemilasius,platf-tree,Occup,worth,92
BH-RT424-1(BH55),BH55,51.5084821,94.67726827,2006,Buteo hemilasius,platf-tree,Occup,destr,93
BH-RT425-1(BH56),BH56,51.49835,94.68167,2006,Buteo hemilasius,platf-tree,Occup,destr,94
BH-RT427 (TUV-8),TUV-8,51.46642179,94.80100913,2011,Buteo hemilasius,platf-pole,Occup,destr,95
BH-RT427-1(BH58),BH58,51.46238,94.79721,2006,Buteo hemilasius,platf-tree,Occup,destr,96
BH-RT432-2(BH63A),BH63A,51.38146,94.62724,2006,Buteo hemilasius,platf-tree,Occup,destr,97
BH-RT433-2_FC-RT273-2(A09-MK-FC),A09-MK,51.39501,94.61409,2006,Falco cherrug,platf-tree,Occup,destr,98
BH-RT434-1(BH65),BH65,51.39406,94.58826,2006,Buteo hemilasius,platf-tree,Occup,worth,99
BH-RT434-2(A08-MK),A08-MK,51.38942,94.599,2006,Buteo hemilasius,platf-tree,Occup,destr,100
BH-RT435-2 (TUV-56),TUV-56,51.38356743,94.6000302,2011,Buteo hemilasius,platf-pole,Occup,worth,101
BH-RT436-2 (TUV-52),TUV-52,51.3771816,94.52278954,2011,Buteo hemilasius,platf-pole,Occup,worth,102
BH-RT443-1(BH76),BH76,51.60694,94.48697,2006,Buteo hemilasius,platf-tree,Occup,destr,103
BH-RT460-2(A28-MK),A28-MK,51.4109,94.68985,2006,Buteo hemilasius,platf-tree,Occup,destr,104
BH-RT461-2(A29),A29,51.40932,94.67054,2006,Buteo hemilasius,platf-tree,Occup,destr,105
BH-RT462-2(BH-02A),BH-02,51.4201,94.69067,2006,Buteo hemilasius,platf-tree,Occup,worth,106
BH-RT489-1(A10-MK),A10-MK,51.38543,94.61673,2006,Buteo hemilasius,platf-tree,Occup,destr,107
BH-RT491-1(BH-A31),BH-A31,51.38836,94.63368,2006,Buteo hemilasius,platf-tree,Occup,destr,108
BH-RT496-1(BH-A36),BH-A36,51.51100874,94.58493054,2006,Buteo hemilasius,platf-tree,Occup,worth,109
BH-RT497-2(A17-FT),A17-FT,51.52345,94.67385,2006,Buteo hemilasius,platf-tree,Occup,worth,110
BH-RT498-2(A24-MK),A24-MK,51.51735,94.7527,2006,Buteo hemilasius,platf-tree,Occup,worth,111
BH-RT499-1(A26-MK),A26-MK,51.42336,94.65508,2006,Buteo hemilasius,platf-tree,Occup,worth,112
BH-RT500-2 (A33-MK BH-TH1) 0-P003-FC,A33-MK,51.59827,94.5084,2006,Falco cherrug,platf-tree,Occup,worth,113
BH-RT501-1(BH-A40),BH-A40,51.44359,94.83869,2006,Buteo hemilasius,platf-tree,Occup,worth,114
BH-RT502-1(BH-A41),BH-A41,51.43031,94.8548,2006,Falco cherrug,platf-tree,Occup,worth,115
